test,station,model,MAE,RMSE,R2
A_central,Silk_Board_Bengaluru_KSPCB,LGBMRegressor,17.438170070363682,26.155715313018707,-1.0929719651152787
B_peripheral,Jigani_Bengaluru,LGBMRegressor,21.029533502978396,56.78139242660599,0.01165214690503602
C_LOSO,Hebbal_Bengaluru,LGBMRegressor,23.56098336143248,29.265766925364957,-0.9777355903693601
C_LOSO,Jigani_Bengaluru,LGBMRegressor,21.029533502978396,56.78139242660599,0.01165214690503602
C_LOSO,Kasturi_Nagar_Bengaluru_KSPCB,LGBMRegressor,10.403231290046719,30.161656079729127,-0.1513847639094792
C_LOSO,RVCE-Mailasandra_Bengaluru,LGBMRegressor,15.519821890842493,26.37216838251196,-0.4404060968413779
C_LOSO,Shivapura_Peenya_Bengaluru_KSPCB,LGBMRegressor,15.940962814480878,26.822433843597416,-0.36180826037984803
C_LOSO,Silk_Board_Bengaluru_KSPCB,LGBMRegressor,17.438170070363682,26.155715313018707,-1.0929719651152787
